,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,CustomerHash
1113,10390,40,100.0,9,4000.0,2005-03-04,Shipped,1,3,2005,Classic Cars,80,S18_3278,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
1114,10103,46,100.0,16,4600.0,2003-01-29,Shipped,1,1,2003,Vintage Cars,99,S18_3320,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,66441f4d88cb
1115,10111,39,100.0,4,3900.0,2003-03-25,Shipped,1,3,2003,Vintage Cars,99,S18_3320,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Medium,22893cb50b27
1116,10126,38,82.34,16,3128.92,2003-05-28,Shipped,2,5,2003,Vintage Cars,99,S18_3320,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n,Medium,902e2ff570a8
1117,10139,30,100.0,5,3000.0,2003-07-16,Shipped,3,7,2003,Vintage Cars,99,S18_3320,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,e537ccda51bc
1118,10149,42,94.25,2,3958.5,2003-09-12,Shipped,3,9,2003,Vintage Cars,99,S18_3320,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Medium,6061470bddd8
1119,10163,43,100.0,6,4300.0,2003-10-20,Shipped,4,10,2003,Vintage Cars,99,S18_3320,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium,a13cb167310a
1120,10173,29,95.24,4,2761.96,2003-11-05,Shipped,4,11,2003,Vintage Cars,99,S18_3320,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,4eb3d8304916
1121,10182,33,86.31,1,2848.23,2003-11-12,Shipped,4,11,2003,Vintage Cars,99,S18_3320,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,82d8fc9ff379
1122,10193,32,79.37,5,2539.84,2003-11-21,Shipped,4,11,2003,Vintage Cars,99,S18_3320,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,0c5bea48007d
1123,10206,28,87.3,11,2444.4,2003-12-05,Shipped,4,12,2003,Vintage Cars,99,S18_3320,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small,78fca4f43ab3
1124,10215,41,100.0,8,4100.0,2004-01-29,Shipped,1,1,2004,Vintage Cars,99,S18_3320,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Medium,6d69106a7943
1125,10227,33,100.0,1,3300.0,2004-03-02,Shipped,1,3,2004,Vintage Cars,99,S18_3320,78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,daa0e47b1cdd
1126,10244,36,84.33,5,3035.88,2004-04-29,Shipped,2,4,2004,Vintage Cars,99,S18_3320,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
1127,10257,26,89.29,5,2321.54,2004-06-14,Shipped,2,6,2004,Vintage Cars,99,S18_3320,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,6c08df00ec42
1128,10280,34,100.0,7,3400.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,99,S18_3320,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,90c6fe2bbe78
1129,10290,26,96.23,2,2501.98,2004-09-07,Shipped,3,9,2004,Vintage Cars,99,S18_3320,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,Small,142bb22c548a
1130,10304,38,100.0,11,3800.0,2004-10-11,Shipped,4,10,2004,Vintage Cars,99,S18_3320,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,dc0c6dbb3406
1131,10312,33,100.0,8,3300.0,2004-10-21,Shipped,4,10,2004,Vintage Cars,99,S18_3320,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
1132,10323,33,91.27,2,3011.91,2004-11-05,Shipped,4,11,2004,Vintage Cars,99,S18_3320,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,63a4c378efa4
1133,10333,46,100.0,2,4600.0,2004-11-18,Shipped,4,11,2004,Vintage Cars,99,S18_3320,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Large,22893cb50b27
1134,10347,26,100.0,12,2600.0,2004-11-29,Shipped,4,11,2004,Vintage Cars,99,S18_3320,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,28c8fbc86931
1135,10357,25,100.0,3,2500.0,2004-12-10,Shipped,4,12,2004,Vintage Cars,99,S18_3320,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,82d8fc9ff379
1136,10369,45,73.08,4,3288.6,2005-01-20,Shipped,1,1,2005,Vintage Cars,99,S18_3320,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium,3e77f87d80b8
1137,10382,50,100.0,7,5000.0,2005-02-17,Shipped,1,2,2005,Vintage Cars,99,S18_3320,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,82d8fc9ff379
1138,10392,36,100.0,1,3600.0,2005-03-10,Shipped,1,3,2005,Vintage Cars,99,S18_3320,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,7b7edd4826f2
1139,10423,21,89.29,5,1875.0900000000001,2005-05-30,In Process,2,5,2005,Vintage Cars,99,S18_3320,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,9233b336cd9b
1140,10108,29,100.0,8,2900.0,2003-03-03,Shipped,1,3,2003,Classic Cars,146,S18_3482,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,1194106f9647
1141,10122,21,100.0,12,2100.0,2003-05-08,Shipped,2,5,2003,Classic Cars,146,S18_3482,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,cd5d7afa353e
1142,10135,42,100.0,9,4200.0,2003-07-02,Shipped,3,7,2003,Classic Cars,146,S18_3482,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
1143,10147,37,100.0,9,3700.0,2003-09-05,Shipped,3,9,2003,Classic Cars,146,S18_3482,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium,3e77f87d80b8
1144,10159,25,100.0,4,2500.0,2003-10-10,Shipped,4,10,2003,Classic Cars,146,S18_3482,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,70b9841f5801
1145,10169,36,100.0,4,3600.0,2003-11-04,Shipped,4,11,2003,Classic Cars,146,S18_3482,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,013538910d8d
1146,10181,22,100.0,16,2200.0,2003-11-12,Shipped,4,11,2003,Classic Cars,146,S18_3482,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,c726fb8f224e
1147,10191,23,100.0,5,2300.0,2003-11-20,Shipped,4,11,2003,Classic Cars,146,S18_3482,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,7bf40e60418e
1148,10203,32,100.0,10,3200.0,2003-12-02,Shipped,4,12,2003,Classic Cars,146,S18_3482,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
1149,10211,28,100.0,4,2800.0,2004-01-15,Shipped,1,1,2004,Classic Cars,146,S18_3482,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,54e36df592c5
1150,10225,27,100.0,11,2700.0,2004-02-22,Shipped,1,2,2004,Classic Cars,146,S18_3482,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,d0699b41979b
1151,10238,49,100.0,5,4900.0,2004-04-09,Shipped,2,4,2004,Classic Cars,146,S18_3482,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,dbb2ced232e4
1152,10252,41,100.0,1,4100.0,2004-05-26,Shipped,2,5,2004,Classic Cars,146,S18_3482,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,54e36df592c5
1153,10265,49,100.0,1,4900.0,2004-07-02,Shipped,3,7,2004,Classic Cars,146,S18_3482,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Large,0c5bea48007d
1154,10276,30,100.0,5,3000.0,2004-08-02,Shipped,3,8,2004,Classic Cars,146,S18_3482,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Medium,bb520d22c2b6
1155,10287,40,100.0,14,4000.0,2004-08-30,Shipped,3,8,2004,Classic Cars,146,S18_3482,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,d0699b41979b
1156,10300,23,100.0,7,2300.0,2003-10-04,Shipped,4,10,2003,Classic Cars,146,S18_3482,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,63a4c378efa4
1157,10310,49,100.0,12,4900.0,2004-10-16,Shipped,4,10,2004,Classic Cars,146,S18_3482,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,7bf40e60418e
1158,10320,25,100.0,5,2500.0,2004-11-03,Shipped,4,11,2004,Classic Cars,146,S18_3482,0921-12 3555,BerguvsvÑgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,f3f5f85cd84c
1159,10330,37,100.0,3,3700.0,2004-11-16,Shipped,4,11,2004,Classic Cars,146,S18_3482,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,1194106f9647
1160,10342,55,100.0,7,5500.0,2004-11-24,Shipped,4,11,2004,Classic Cars,146,S18_3482,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,28c8fbc86931
1161,10355,23,100.0,7,2300.0,2004-12-07,Shipped,4,12,2004,Classic Cars,146,S18_3482,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
1162,10363,24,100.0,11,2400.0,2005-01-06,Shipped,1,1,2005,Classic Cars,146,S18_3482,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,7302dec74b6d
1163,10378,43,96.49,10,4149.07,2005-02-10,Shipped,1,2,2005,Classic Cars,146,S18_3482,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
1164,10390,50,100.0,1,5000.0,2005-03-04,Shipped,1,3,2005,Classic Cars,146,S18_3482,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,82d8fc9ff379
1165,10109,47,100.0,2,4700.0,2003-03-10,Shipped,1,3,2003,Classic Cars,141,S18_3685,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium,08ccfa59eda2
1166,10123,34,100.0,4,3400.0,2003-05-20,Shipped,2,5,2003,Classic Cars,141,S18_3685,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium,3325f3eef12a
1167,10137,31,100.0,4,3100.0,2003-07-10,Shipped,3,7,2003,Classic Cars,141,S18_3685,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,4671284bce78
1168,10148,28,100.0,11,2800.0,2003-09-11,Shipped,3,9,2003,Classic Cars,141,S18_3685,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,013538910d8d
1169,10161,36,100.0,10,3600.0,2003-10-17,Shipped,4,10,2003,Classic Cars,141,S18_3685,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,0a0962f3ed78
1170,10172,48,100.0,8,4800.0,2003-11-05,Shipped,4,11,2003,Classic Cars,141,S18_3685,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Medium,95721217953b
1171,10181,39,100.0,4,3900.0,2003-11-12,Shipped,4,11,2003,Classic Cars,141,S18_3685,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,c726fb8f224e
1172,10192,45,100.0,9,4500.0,2003-11-20,Shipped,4,11,2003,Classic Cars,141,S18_3685,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium,9ca6ba7fedb8
1173,10204,35,100.0,15,3500.0,2003-12-02,Shipped,4,12,2003,Classic Cars,141,S18_3685,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,064f539b2b23
1174,10212,45,100.0,8,4500.0,2004-01-16,Shipped,1,1,2004,Classic Cars,141,S18_3685,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
1175,10226,46,100.0,6,4600.0,2004-02-26,Shipped,1,2,2004,Classic Cars,141,S18_3685,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Large,0e30808ae0b2
1176,10240,37,100.0,1,3700.0,2004-04-13,Shipped,2,4,2004,Classic Cars,141,S18_3685,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,a41a6e100849
1177,10253,31,100.0,3,3100.0,2004-06-01,Cancelled,2,6,2004,Classic Cars,141,S18_3685,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,fdd03fb3d341
1178,10266,33,100.0,4,3300.0,2004-07-06,Shipped,3,7,2004,Classic Cars,141,S18_3685,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,226fafcd3e73
1179,10278,31,100.0,4,3100.0,2004-08-06,Shipped,3,8,2004,Classic Cars,141,S18_3685,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Medium,ec4d37a6663d
1180,10287,27,100.0,2,2700.0,2004-08-30,Shipped,3,8,2004,Classic Cars,141,S18_3685,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,d0699b41979b
1181,10301,39,100.0,6,3900.0,2003-10-05,Shipped,4,10,2003,Classic Cars,141,S18_3685,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,891cb339cb1f
1182,10311,32,100.0,11,3200.0,2004-10-16,Shipped,4,10,2004,Classic Cars,141,S18_3685,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
1183,10321,28,100.0,8,2800.0,2004-11-04,Shipped,4,11,2004,Classic Cars,141,S18_3685,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Medium,3a34ce371180
1184,10331,26,67.91,12,1765.6599999999999,2004-11-17,Shipped,4,11,2004,Classic Cars,141,S18_3685,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Small,08ccfa59eda2
1185,10343,44,84.88,2,3734.72,2004-11-24,Shipped,4,11,2004,Classic Cars,141,S18_3685,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,4671284bce78
1186,10367,46,100.0,6,4600.0,2005-01-12,Resolved,1,1,2005,Classic Cars,141,S18_3685,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Medium,e64fa8fbe476
1187,10379,32,70.83,4,2266.56,2005-02-10,Shipped,1,2,2005,Classic Cars,141,S18_3685,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,eaac345d6fb5
1188,10406,65,100.0,1,6500.0,2005-04-15,Disputed,2,4,2005,Classic Cars,141,S18_3685,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,dbb2ced232e4
1189,10419,43,100.0,3,4300.0,2005-05-17,Shipped,2,5,2005,Classic Cars,141,S18_3685,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,f2b0b9a792ab
1190,10108,43,67.77,12,2914.1099999999997,2003-03-03,Shipped,1,3,2003,Motorcycles,62,S18_3782,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,1194106f9647
1191,10122,35,49.74,16,1740.9,2003-05-08,Shipped,2,5,2003,Motorcycles,62,S18_3782,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,cd5d7afa353e
1192,10135,45,50.36,13,2266.2,2003-07-02,Shipped,3,7,2003,Motorcycles,62,S18_3782,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,82d8fc9ff379
1193,10146,47,67.14,2,3155.58,2003-09-03,Shipped,3,9,2003,Motorcycles,62,S18_3782,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium,d39599d1daa7
1194,10159,21,64.66,8,1357.86,2003-10-10,Shipped,4,10,2003,Motorcycles,62,S18_3782,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small,70b9841f5801
1195,10169,38,68.39,8,2598.82,2003-11-04,Shipped,4,11,2003,Motorcycles,62,S18_3782,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,013538910d8d
1196,10180,21,50.36,3,1057.56,2003-11-11,Shipped,4,11,2003,Motorcycles,62,S18_3782,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,8626adf11f4e
1197,10191,43,72.74,9,3127.8199999999997,2003-11-20,Shipped,4,11,2003,Motorcycles,62,S18_3782,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,7bf40e60418e
1198,10211,46,54.09,8,2488.1400000000003,2004-01-15,Shipped,1,1,2004,Motorcycles,62,S18_3782,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,54e36df592c5
1199,10224,38,58.44,1,2220.72,2004-02-21,Shipped,1,2,2004,Motorcycles,62,S18_3782,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,8626adf11f4e
1200,10237,26,52.22,1,1357.72,2004-04-05,Shipped,2,4,2004,Motorcycles,62,S18_3782,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Small,3bcaa70b06b7
1201,10252,31,52.84,5,1638.0400000000002,2004-05-26,Shipped,2,5,2004,Motorcycles,62,S18_3782,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,54e36df592c5
1202,10264,48,54.71,3,2626.08,2004-06-30,Shipped,2,6,2004,Motorcycles,62,S18_3782,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small,62f4e370a3d2
1203,10276,33,50.36,9,1661.8799999999999,2004-08-02,Shipped,3,8,2004,Motorcycles,62,S18_3782,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Small,bb520d22c2b6
1204,10286,38,57.2,1,2173.6,2004-08-28,Shipped,3,8,2004,Motorcycles,62,S18_3782,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,b50df0e48f6c
1205,10299,39,55.95,3,2182.05,2004-09-30,Shipped,3,9,2004,Motorcycles,62,S18_3782,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,959e6812d3b0
1206,10310,42,67.14,16,2819.88,2004-10-16,Shipped,4,10,2004,Motorcycles,62,S18_3782,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,7bf40e60418e
1207,10319,44,59.06,4,2598.6400000000003,2004-11-03,Shipped,4,11,2004,Motorcycles,62,S18_3782,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Small,39d8bf52374b
1208,10330,29,69.63,2,2019.27,2004-11-16,Shipped,4,11,2004,Motorcycles,62,S18_3782,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,1194106f9647
1209,10342,26,55.95,8,1454.7,2004-11-24,Shipped,4,11,2004,Motorcycles,62,S18_3782,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,28c8fbc86931
1210,10355,31,53.47,1,1657.57,2004-12-07,Shipped,4,12,2004,Motorcycles,62,S18_3782,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,eaac345d6fb5
1211,10363,32,89.12,12,2851.84,2005-01-06,Shipped,1,1,2005,Motorcycles,62,S18_3782,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,7302dec74b6d
1212,10378,28,100.0,9,2800.0,2005-02-10,Shipped,1,2,2005,Motorcycles,62,S18_3782,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
1213,10390,36,100.0,2,3600.0,2005-03-04,Shipped,1,3,2005,Motorcycles,62,S18_3782,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
1214,10403,36,52.22,1,1879.92,2005-04-08,Shipped,2,4,2005,Motorcycles,62,S18_3782,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,fdd03fb3d341
1215,10106,41,100.0,17,4100.0,2003-02-17,Shipped,1,2,2003,Vintage Cars,105,S18_3856,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,4eb3d8304916
1216,10119,27,99.52,8,2687.04,2003-04-28,Shipped,2,4,2003,Vintage Cars,105,S18_3856,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,f2b0b9a792ab
1217,10130,33,100.0,1,3300.0,2003-06-16,Shipped,2,6,2003,Vintage Cars,105,S18_3856,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,Medium,142bb22c548a
1218,10143,34,100.0,12,3400.0,2003-08-10,Shipped,3,8,2003,Vintage Cars,105,S18_3856,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium,abee7ce4499c
1219,10155,29,100.0,10,2900.0,2003-10-06,Shipped,4,10,2003,Vintage Cars,105,S18_3856,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,959e6812d3b0
1220,10167,34,100.0,6,3400.0,2003-10-23,Cancelled,4,10,2003,Vintage Cars,105,S18_3856,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,61301e2bd297
1221,10178,48,100.0,9,4800.0,2003-11-08,Shipped,4,11,2003,Vintage Cars,105,S18_3856,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,050c74647814
1222,10186,46,100.0,6,4600.0,2003-11-14,Shipped,4,11,2003,Vintage Cars,105,S18_3856,(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,c80f1e25a0cd
1223,10197,22,100.0,3,2200.0,2003-11-26,Shipped,4,11,2003,Vintage Cars,105,S18_3856,(93) 203 4555,"Rambla de Catalu§a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small,8a081d3ae3ce
1224,10209,20,100.0,5,2000.0,2004-01-09,Shipped,1,1,2004,Vintage Cars,105,S18_3856,2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,Small,73be75a7a6d1
1225,10222,45,85.75,9,3858.75,2004-02-19,Shipped,1,2,2004,Vintage Cars,105,S18_3856,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium,0e30808ae0b2
1226,10249,46,100.0,5,4600.0,2004-05-08,Shipped,2,5,2004,Vintage Cars,105,S18_3856,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,Tseng,Kyung,Medium,3a3181508a5f
1227,10262,34,100.0,14,3400.0,2004-06-24,Cancelled,2,6,2004,Vintage Cars,105,S18_3856,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
1228,10273,50,85.75,1,4287.5,2004-07-21,Shipped,3,7,2004,Vintage Cars,105,S18_3856,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,9233b336cd9b
1229,10283,46,100.0,3,4600.0,2004-08-20,Shipped,3,8,2004,Vintage Cars,105,S18_3856,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Medium,cfdfc399c95e
1230,10296,22,84.7,12,1863.4,2004-09-15,Shipped,3,9,2004,Vintage Cars,105,S18_3856,+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small,2f2714d07665
1231,10307,48,86.81,6,4166.88,2004-10-14,Shipped,4,10,2004,Vintage Cars,105,S18_3856,2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Medium,4cfc0088ffc5
